"","SAMPLE_NUMBER","ANALYSIS","REPORTED_NAME","UNITS","ENTRY","REPLICATE_COUNT"
"5127",10341859,"MOIS040493","Moisture","PCT_M-M",51.31329902,2
"5128",10342132,"MOIS040493","Moisture","PCT_M-M",36.063023402,1
"5129",10342146,"MOIS040493","Moisture","PCT_M-M",36.077272878,1
"5130",10342871,"MOIS211099","Moisture","PCT_M-M",33.147578786,1
"5131",10342872,"MOIS211099","Moisture","PCT_M-M",33.783002505,1
"5132",10342874,"MOIS211099","Moisture","PCT_M-M",33.855826372,1
"5133",10342876,"MOIS211099","Moisture","PCT_M-M",34.406789513,1
"5134",10342877,"MOIS211099","Moisture","PCT_M-M",34.29153605,1
"5135",10342879,"MOIS211099","Moisture","PCT_M-M",34.222286291,1
"5136",10343099,"MOIS211099","Moisture","G_P_100G",35.721895728,1
"5137",10343116,"MOIS211099","Moisture","G_P_100G",35.919195953,1
"5138",10343500,"MOIS211099","Moisture","PCT_M-M",47.023677102,1
"5139",10343510,"MOIS211099","Moisture","PCT_M-M",46.658937945,1
"5140",10343512,"MOIS211099","Moisture","PCT_M-M",45.612487069,1
"5141",10343518,"MOIS211099","Moisture","PCT_M-M",44.725201654,1
"5142",10343521,"MOIS211099","Moisture","PCT_M-M",45.109032429,1
"5143",10343612,"MOIS040493","Moisture","PCT_M-M",47.146122503,1
"5144",10344136,"MOIS211099","Moisture","PCT_M-M",39.868390538,1
"5145",10344245,"MOIS211099","Moisture","G_P_100G",55.237900158,1
"5146",10344605,"MOIS211099","Moisture","G_P_100G",56.188702308,1
"5147",10344836,"MOIS211099","Moisture","PCT_M-M",32.694854485,1
"5148",10344836,"MOIS211099","Moisture","PCT_M-M",32.694598888,2
"5149",10344836,"MOIS211099","Moisture","PCT_M-M",32.55899705,3
"5150",10344840,"MOIS211099","Moisture","PCT_M-M",36.242909576,1
"5151",10344844,"MOIS211099","Moisture","PCT_M-M",35.768329428,1
"5152",10344904,"MOIS211099","Moisture","PCT_M-M",46.171617162,1
"5153",10344978,"MOIS211099","Moisture","PCT_M-M",42.822268721,1
"5154",10344978,"MOIS211099","Moisture","PCT_M-M",42.344902455,2
"5155",10344981,"MOIS211099","Moisture","PCT_M-M",47.851209823,1
"5156",10344981,"MOIS211099","Moisture","PCT_M-M",47.874629659,2
"5157",10345055,"MOIS211099","Moisture","PCT_M-M",41.205895189,1
"5158",10345082,"MOIS211099","Moisture","PCT_M-M",34.689008645,1
"5159",10345098,"MOIS211099","Moisture","PCT_M-M",55.491133224,1
"5160",10345544,"MOIS040493","Moisture","PCT_M-M",47.76154179,1
"5161",10345807,"MOIS211099","Moisture","PCT_M-M",82.283855814,1
"5162",10345947,"MOIS040493","Moisture","PCT_M-M",34.010000993,1
"5163",10345948,"MOIS040493","Moisture","PCT_M-M",34.793385734,1
"5164",10346771,"MOIS040493","Moisture","PCT_M-M",42.317105437,1
"5165",10346919,"MOIS040493","Moisture","PCT_M-M",35.276012708,1
"5166",10346919,"MOIS040493","Moisture","PCT_M-M",35.272691475,2
"5167",10346922,"MOIS040493","Moisture","PCT_M-M",34.94447207,1
"5168",10346922,"MOIS040493","Moisture","PCT_M-M",34.826490153,2
"5169",10346924,"MOIS040493","Moisture","PCT_M-M",35.551513147,1
"5170",10346924,"MOIS040493","Moisture","PCT_M-M",35.491049188,2
"5171",10346959,"MOIS211099","Moisture","PCT_M-M",47.093337891,1
"5172",10346962,"MOIS211099","Moisture","PCT_M-M",45.66098081,1
"5173",10346963,"MOIS211099","Moisture","PCT_M-M",45.213669629,1
"5174",10346964,"MOIS211099","Moisture","PCT_M-M",45.240368415,1
"5175",10346991,"MOIS211099","Moisture","G_P_100G",40.536470099,1
"5176",10347048,"MOIS040493","Moisture","PCT_M-M",36.60535062,1
"5177",10347048,"MOIS040493","Moisture","PCT_M-M",36.619438559,2
"5178",10347050,"MOIS040493","Moisture","PCT_M-M",34.918140144,1
"5179",10347050,"MOIS040493","Moisture","PCT_M-M",34.869964641,2
"5180",10347534,"MOIS040493","Moisture","PCT_M-M",40.178367998,1
"5181",10347535,"MOIS040493","Moisture","PCT_M-M",39.951334999,1
"5182",10347816,"MOIS040493","Moisture","PCT_M-M",35.158760766,1
"5183",10347816,"MOIS040493","Moisture","PCT_M-M",35.161590552,2
"5184",10347817,"MOIS040493","Moisture","PCT_M-M",35.086425296,1
"5185",10347817,"MOIS040493","Moisture","PCT_M-M",35.169186465,2
"5186",10348017,"MOIS211099","Moisture","PCT_M-M",35.595274159,1
"5187",10348019,"MOIS211099","Moisture","PCT_M-M",35.619923372,1
"5188",10348020,"MOIS211099","Moisture","PCT_M-M",38.217705111,1
"5189",10348022,"MOIS211099","Moisture","PCT_M-M",34.411985019,1
"5190",10349737,"MOIS040493","Moisture","PCT_M-M",35.361514607,1
"5191",10349737,"MOIS040493","Moisture","PCT_M-M",35.430842822,2
"5192",10349742,"MOIS040493","Moisture","PCT_M-M",35.221574739,1
"5193",10349742,"MOIS040493","Moisture","PCT_M-M",35.313734378,2
"5194",10349744,"MOIS040493","Moisture","PCT_M-M",45.465949229,1
"5195",10349744,"MOIS040493","Moisture","PCT_M-M",45.565381364,2
"5196",10349758,"MOIS040493","Moisture","PCT_M-M",41.185242819,1
"5197",10349758,"MOIS040493","Moisture","PCT_M-M",41.105354059,2
"5198",10350315,"MOIS211099","Moisture","PCT_M-M",34.600368554,1
"5199",10350418,"MOIS211099","Moisture","PCT_M-M",43.018011107,1
"5200",10350536,"MOIS211099","Moisture","PCT_M-M",44.666388791,1
"5201",10350610,"MOIS211099","Moisture","PCT_M-M",35.437232027,1
"5202",10350613,"MOIS211099","Moisture","PCT_M-M",35.848154523,1
"5203",10350632,"MOIS211099","Moisture","PCT_M-M",35.303495157,1
"5204",10352984,"MOIS040493","Moisture","PCT_M-M",48.16991104,1
"5205",10352984,"MOIS040493","Moisture","PCT_M-M",48.087988689,2
"5206",10352991,"MOIS040493","Moisture","PCT_M-M",51.151650371,1
"5207",10352991,"MOIS040493","Moisture","PCT_M-M",51.043074185,2
"5208",10353091,"MOIS211099","Moisture","PCT_M-M",40.724430575,1
"5209",10353098,"MOIS211099","Moisture","PCT_M-M",43.7208256,1
"5210",10353103,"MOIS211099","Moisture","PCT_M-M",42.454493666,1
"5211",10353109,"MOIS211099","Moisture","PCT_M-M",39.489426236,1
"5212",10353117,"MOIS211099","Moisture","PCT_M-M",41.311262778,1
"5213",10353121,"MOIS211099","Moisture","PCT_M-M",41.901503861,1
"5214",10353234,"MOIS211099","Moisture","PCT_M-M",77.134241124,1
"5215",10353384,"MOIS040493","Moisture","PCT_M-M",37.460159363,1
"5216",10353388,"MOIS040493","Moisture","PCT_M-M",35.478197385,1
"5217",10353732,"MOIS040493","Moisture","PCT_M-M",35.631456181,1
"5218",10353750,"MOIS040493","Moisture","PCT_M-M",34.430799867,1
"5219",10353751,"MOIS040493","Moisture","PCT_M-M",38.044352892,1
"5220",10354159,"MOIS040493","Moisture","PCT_M-M",34.686346863,1
"5221",10354159,"MOIS040493","Moisture","PCT_M-M",34.822779513,2
"5222",10354163,"MOIS040493","Moisture","PCT_M-M",35.100200401,1
"5223",10354163,"MOIS040493","Moisture","PCT_M-M",35.036448841,2
"5224",10354173,"MOIS040493","Moisture","PCT_M-M",35.144609991,1
"5225",10354173,"MOIS040493","Moisture","PCT_M-M",35.074481865,2
"5226",10354179,"MOIS040493","Moisture","PCT_M-M",35.979459,1
"5227",10354179,"MOIS040493","Moisture","PCT_M-M",35.900037199,2
"5228",10355066,"MOIS211099","Moisture","PCT_M-M",43.796553121,4
"5229",10355066,"MOIS211099","Moisture","PCT_M-M",44.193047194,3
"5230",10355066,"MOIS211099","Moisture","PCT_M-M",44.265949974,1
"5231",10355066,"MOIS211099","Moisture","PCT_M-M",43.483323878,2
"5232",10355068,"MOIS211099","Moisture","PCT_M-M",52.898620623,1
"5233",10355068,"MOIS211099","Moisture","PCT_M-M",52.852284394,2
"5234",10356649,"MOIS211099","Moisture","PCT_M-M",77.110427997,1
"5235",10356692,"MOIS040493","Moisture","PCT_M-M",35.047742353,1
"5236",10356692,"MOIS040493","Moisture","PCT_M-M",35.085690082,2
"5237",10356695,"MOIS040493","Moisture","PCT_M-M",35.835997495,1
"5238",10356695,"MOIS040493","Moisture","PCT_M-M",35.884229415,2
"5239",10356698,"MOIS040493","Moisture","PCT_M-M",34.952847479,1
"5240",10356698,"MOIS040493","Moisture","PCT_M-M",35.033414237,2
"5241",10357116,"MOIS040493","Moisture","PCT_M-M",37.264618434,1
"5242",10357118,"MOIS040493","Moisture","PCT_M-M",34.758962477,1
"5243",10357210,"MOIS040493","Moisture","PCT_M-M",37.858402456,1
"5244",10357211,"MOIS040493","Moisture","PCT_M-M",36.182850392,1
"5245",10357214,"MOIS040493","Moisture","PCT_M-M",36.730289337,1
"5246",10357217,"MOIS040493","Moisture","PCT_M-M",36.756225426,1
"5247",10357218,"MOIS040493","Moisture","PCT_M-M",37.862170568,1
"5248",10357219,"MOIS040493","Moisture","PCT_M-M",35.995794329,1
"5249",10357221,"MOIS040493","Moisture","PCT_M-M",35.962816274,1
"5250",10357223,"MOIS040493","Moisture","PCT_M-M",37.581261638,1
"5251",10357225,"MOIS040493","Moisture","PCT_M-M",36.979166667,1
"5252",10357227,"MOIS040493","Moisture","PCT_M-M",35.832974031,1
"5253",10357253,"MOIS040493","Moisture","PCT_M-M",36.233210236,1
"5254",10357254,"MOIS040493","Moisture","PCT_M-M",36.971580242,1
"5255",10357256,"MOIS040493","Moisture","PCT_M-M",35.512361796,1
"5256",10357257,"MOIS040493","Moisture","PCT_M-M",36.104193971,1
"5257",10357334,"MOIS211099","Moisture","PCT_M-M",45.025236593,1
"5258",10357341,"MOIS211099","Moisture","PCT_M-M",34.413745973,1
"5259",10357345,"MOIS211099","Moisture","PCT_M-M",34.538830038,1
"5260",10358036,"MOIS040493","Moisture","G_P_100G",43.103852204,1
"5261",10358045,"MOIS040493","Moisture","G_P_100G",41.154400188,1
"5262",10358065,"MOIS040493","Moisture","G_P_100G",39.67455416,1
"5263",10358094,"MOIS040493","Moisture","G_P_100G",44.181913055,1
"5264",10358105,"MOIS040493","Moisture","G_P_100G",35.889846011,1
"5265",10358115,"MOIS040493","Moisture","G_P_100G",35.88592111,1
"5266",10358280,"MOIS211099","Moisture","PCT_M-M",42.834275261,1
"5267",10358280,"MOIS211099","Moisture","PCT_M-M",42.795144158,2
"5268",10358283,"MOIS211099","Moisture","PCT_M-M",47.100028919,1
"5269",10358283,"MOIS211099","Moisture","PCT_M-M",47.203539294,2
"5270",10358428,"MOIS040493","Moisture","PCT_M-M",37.627141106,1
"5271",10358432,"MOIS040493","Moisture","PCT_M-M",37.249095097,1
"5272",10358434,"MOIS040493","Moisture","PCT_M-M",38.086273492,1
"5273",10358508,"MOIS040493","Moisture","PCT_M-M",34.672325306,1
"5274",10358509,"MOIS040493","Moisture","PCT_M-M",37.340370081,1
"5275",10358510,"MOIS040493","Moisture","PCT_M-M",36.091508846,1
"5276",10358511,"MOIS040493","Moisture","PCT_M-M",36.663903167,1
"5277",10358512,"MOIS040493","Moisture","PCT_M-M",37.23755102,1
"5278",10358514,"MOIS040493","Moisture","PCT_M-M",37.887936632,1
"5279",10358515,"MOIS040493","Moisture","PCT_M-M",35.282464424,1
"5280",10358516,"MOIS040493","Moisture","PCT_M-M",36.53389607,1
"5281",10358517,"MOIS040493","Moisture","PCT_M-M",35.472134943,1
"5282",10360164,"MOIS211099","Moisture","G_P_100G",44.114943772,1
"5283",10361779,"MOIS211099","Moisture","PCT_M-M",76.975573218,1
"5284",10362188,"MOIS040493","Moisture","PCT_M-M",34.988553187,1
"5285",10362188,"MOIS040493","Moisture","PCT_M-M",34.975353161,2
"5286",10362199,"MOIS040493","Moisture","PCT_M-M",35.295667062,1
"5287",10362199,"MOIS040493","Moisture","PCT_M-M",35.375024738,2
"5288",10362414,"MOIS211099","Moisture","PCT_M-M",50.06673471,1
"5289",10362506,"MOIS211099","Moisture","PCT_M-M",47.379589222,1
"5290",10362640,"MOIS211099","Moisture","PCT_M-M",47.317092431,1
"5291",10362911,"MOIS040493","Moisture","PCT_M-M",35.365694099,1
"5292",10362916,"MOIS040493","Moisture","PCT_M-M",35.572318793,1
"5293",10363438,"MOIS211099","Moisture","PCT_M-M",50.406852248,1
"5294",10363492,"MOIS211099","Moisture","PCT_M-M",47.409992652,1
"5295",10363546,"MOIS211099","Moisture","PCT_M-M",53.21179727,1
"5296",10364168,"MOIS211099","Moisture","PCT_M-M",43.350320566,1
"5297",10364168,"MOIS211099","Moisture","PCT_M-M",43.450269854,2
"5298",10364175,"MOIS211099","Moisture","PCT_M-M",52.987305408,1
"5299",10364175,"MOIS211099","Moisture","PCT_M-M",52.873961219,2
"5300",10364182,"MOIS211099","Moisture","PCT_M-M",43.134322157,1
"5301",10364182,"MOIS211099","Moisture","PCT_M-M",43.184794254,2
"5302",10364186,"MOIS211099","Moisture","PCT_M-M",48.92437531,1
"5303",10364186,"MOIS211099","Moisture","PCT_M-M",49.015271635,2
"5304",10364253,"MOIS211099","Moisture","G_P_100G",35.885911115,1
"5305",10364274,"MOIS211099","Moisture","G_P_100G",41.321180836,1
"5306",10364830,"MOIS211099","Moisture","PCT_M-M",46.03331684,1
"5307",10364836,"MOIS211099","Moisture","PCT_M-M",36.967685193,1
"5308",10364840,"MOIS211099","Moisture","PCT_M-M",33.884272365,1
"5309",10364845,"MOIS211099","Moisture","PCT_M-M",39.866259631,1
"5310",10364854,"MOIS211099","Moisture","PCT_M-M",34.775430439,1
"5311",10364856,"MOIS211099","Moisture","PCT_M-M",37.244547868,1
"5312",10364938,"MOIS211099","Moisture","G_P_100G",43.937861564,1
"5313",10364939,"MOIS211099","Moisture","G_P_100G",41.432933035,1
"5314",10364940,"MOIS211099","Moisture","G_P_100G",47.630743172,1
"5315",10364941,"MOIS211099","Moisture","G_P_100G",47.539154688,1
"5316",10365258,"MOIS211099","Moisture","G_P_100G",40.745463462,1
"5317",10365259,"MOIS211099","Moisture","G_P_100G",35.312029232,1
"5318",10365260,"MOIS211099","Moisture","G_P_100G",46.668909825,1
"5319",10365609,"MOIS211099","Moisture","PCT_M-M",35.188216039,1
"5320",10365610,"MOIS211099","Moisture","PCT_M-M",35.714935006,1
"5321",10365611,"MOIS211099","Moisture","PCT_M-M",35.925747015,1
"5322",10365791,"MOIS211099","Moisture","G_P_100G",35.720024998,1
"5323",10365800,"MOIS211099","Moisture","G_P_100G",40.856460864,1
"5324",10365808,"MOIS211099","Moisture","G_P_100G",34.369070209,1
"5325",10366092,"MOIS040493","Moisture","PCT_M-M",28.754739978,1
"5326",10366093,"MOIS040493","Moisture","PCT_M-M",29.07049488,1
"5327",10366094,"MOIS040493","Moisture","PCT_M-M",32.5044997,1
"5328",10366095,"MOIS040493","Moisture","PCT_M-M",32.575273339,1
"5329",10366096,"MOIS040493","Moisture","PCT_M-M",32.210775207,1
"5330",10366097,"MOIS040493","Moisture","PCT_M-M",30.533139751,1
"5331",10366098,"MOIS040493","Moisture","PCT_M-M",28.414292771,1
"5332",10366099,"MOIS040493","Moisture","PCT_M-M",32.317254604,1
"5333",10366100,"MOIS040493","Moisture","PCT_M-M",29.230974811,1
"5334",10366101,"MOIS040493","Moisture","PCT_M-M",33.639753991,1
"5335",10366167,"MOIS040493","Moisture","PCT_M-M",36.618297762,1
"5336",10366168,"MOIS040493","Moisture","PCT_M-M",35.938844397,1
"5337",10366170,"MOIS040493","Moisture","PCT_M-M",35.750990083,1
"5338",10367215,"MOIS040493","Moisture","PCT_M-M",34.423095936,1
"5339",10367215,"MOIS040493","Moisture","PCT_M-M",34.484259879,2
"5340",10367219,"MOIS040493","Moisture","PCT_M-M",35.724543081,1
"5341",10367219,"MOIS040493","Moisture","PCT_M-M",35.606085392,2
"5342",10367221,"MOIS040493","Moisture","PCT_M-M",35.205220096,1
"5343",10367221,"MOIS040493","Moisture","PCT_M-M",35.073257017,2
"5344",10367228,"MOIS040493","Moisture","PCT_M-M",43.211767334,1
"5345",10367228,"MOIS040493","Moisture","PCT_M-M",42.987999489,2
"5346",10367230,"MOIS040493","Moisture","PCT_M-M",43.795318003,1
"5347",10367230,"MOIS040493","Moisture","PCT_M-M",43.801567657,2
"5348",10367234,"MOIS211099","Moisture","PCT_M-M",50.616536562,1
"5349",10367234,"MOIS211099","Moisture","PCT_M-M",50.559923755,2
"5350",10367236,"MOIS211099","Moisture","PCT_M-M",44.020979021,1
"5351",10367236,"MOIS211099","Moisture","PCT_M-M",44.171368461,2
"5352",10367398,"MOIS040493","Moisture","PCT_M-M",35.66881082,1
"5353",10367401,"MOIS040493","Moisture","PCT_M-M",41.697740021,1
"5354",10367637,"MOIS211099","Moisture","PCT_M-M",83.629756634,1
"5355",10367639,"MOIS211099","Moisture","PCT_M-M",82.2283047,1
"5356",10367645,"MOIS211099","Moisture","PCT_M-M",83.375531048,1
"5357",10367648,"MOIS211099","Moisture","PCT_M-M",82.1826622,1
"5358",10367841,"MOIS040493","Moisture","PCT_M-M",35.507582279,1
"5359",10367842,"MOIS040493","Moisture","PCT_M-M",36.275080906,1
"5360",10367843,"MOIS040493","Moisture","PCT_M-M",36.990113272,1
"5361",10367844,"MOIS040493","Moisture","PCT_M-M",34.576427256,1
"5362",10367845,"MOIS040493","Moisture","PCT_M-M",35.710983422,1
"5363",10367846,"MOIS040493","Moisture","PCT_M-M",34.338492262,1
"5364",10367847,"MOIS040493","Moisture","PCT_M-M",35.994503157,1
"5365",10367848,"MOIS040493","Moisture","PCT_M-M",35.386701055,1
"5366",10367849,"MOIS040493","Moisture","PCT_M-M",34.57060404,1
"5367",10367850,"MOIS040493","Moisture","PCT_M-M",35.321649074,1
"5368",10367851,"MOIS211099","Moisture","PCT_M-M",35.727855234,1
"5369",10367852,"MOIS211099","Moisture","PCT_M-M",36.11822277,1
"5370",10367854,"MOIS211099","Moisture","PCT_M-M",38.344980733,1
"5371",10367856,"MOIS211099","Moisture","PCT_M-M",36.172790987,1
"5372",10367857,"MOIS211099","Moisture","PCT_M-M",34.888228453,1
"5373",10367858,"MOIS211099","Moisture","PCT_M-M",36.615363707,1
"5374",10367859,"MOIS211099","Moisture","PCT_M-M",36.96586939,1
"5375",10367860,"MOIS211099","Moisture","PCT_M-M",36.530518587,1
"5376",10367861,"MOIS211099","Moisture","PCT_M-M",36.236684853,1
"5377",10367862,"MOIS211099","Moisture","PCT_M-M",36.705682893,1
"5378",10367935,"MOIS211099","Moisture","PCT_M-M",34.482863025,1
"5379",10367938,"MOIS211099","Moisture","PCT_M-M",35.534750589,1
"5380",10367950,"MOIS211099","Moisture","PCT_M-M",36.355887752,1
"5381",10367956,"MOIS211099","Moisture","PCT_M-M",34.977084697,1
"5382",10367964,"MOIS211099","Moisture","PCT_M-M",35.908529048,1
"5383",10367968,"MOIS211099","Moisture","PCT_M-M",36.681906432,1
"5384",10367970,"MOIS211099","Moisture","PCT_M-M",37.434269591,1
"5385",10367974,"MOIS211099","Moisture","PCT_M-M",35.652752265,1
"5386",10367976,"MOIS211099","Moisture","PCT_M-M",36.731616095,1
"5387",10367978,"MOIS211099","Moisture","PCT_M-M",36.505654591,1
"5388",10368023,"MOIS211099","Moisture","PCT_M-M",36.40949813,1
"5389",10368027,"MOIS211099","Moisture","PCT_M-M",37.216264228,1
"5390",10368030,"MOIS211099","Moisture","PCT_M-M",36.22658172,1
"5391",10368034,"MOIS211099","Moisture","PCT_M-M",36.936480279,1
"5392",10368043,"MOIS211099","Moisture","PCT_M-M",36.780680202,1
"5393",10368048,"MOIS211099","Moisture","PCT_M-M",35.052473763,1
"5394",10368051,"MOIS211099","Moisture","PCT_M-M",36.273654543,1
"5395",10368054,"MOIS211099","Moisture","PCT_M-M",37.352911596,1
"5396",10368057,"MOIS211099","Moisture","PCT_M-M",36.632964211,1
"5397",10368059,"MOIS211099","Moisture","PCT_M-M",35.89832759,1
"5398",10368810,"MOIS211099","Moisture","PCT_M-M",73.124863328,1
"5399",10368810,"MOIS211099","Moisture","PCT_M-M",73.207606973,2
"5400",10368812,"MOIS211099","Moisture","PCT_M-M",73.044204997,1
"5401",10368812,"MOIS211099","Moisture","PCT_M-M",73.080814468,2
"5402",10369145,"MOIS040493","Moisture","PCT_M-M",38.355476724,1
"5403",10369209,"MOIS040493","Moisture","PCT_M-M",35.081001473,1
"5404",10370028,"MOIS211099","Moisture","PCT_M-M",35.87021087,1
"5405",10370030,"MOIS211099","Moisture","PCT_M-M",35.432018371,1
"5406",10370031,"MOIS211099","Moisture","PCT_M-M",35.533253336,1
"5407",10370032,"MOIS211099","Moisture","PCT_M-M",35.355542708,1
"5408",10370101,"MOIS040493","Moisture","G_P_100G",39.696603571,1
"5409",10370145,"MOIS040493","Moisture","G_P_100G",37.437947263,1
"5410",10370974,"MOIS040493","Moisture","PCT_M-M",37.437587704,1
"5411",10371452,"MOIS040493","Moisture","PCT_M-M",37.268488112,1
"5412",10371459,"MOIS040493","Moisture","PCT_M-M",38.292112299,1
"5413",10371751,"MOIS211099","Moisture","PCT_M-M",33.910593539,1
"5414",10371752,"MOIS211099","Moisture","PCT_M-M",35.550403156,1
"5415",10371763,"MOIS211099","Moisture","PCT_M-M",35.146168483,1
"5416",10371786,"MOIS211099","Moisture","PCT_M-M",35.615335052,1
"5417",10372695,"MOIS040493","Moisture","PCT_M-M",35.677039529,1
"5418",10372695,"MOIS040493","Moisture","PCT_M-M",35.593220339,2
"5419",10372696,"MOIS040493","Moisture","PCT_M-M",35.653926157,1
"5420",10372696,"MOIS040493","Moisture","PCT_M-M",35.75679697,2
"5421",10372697,"MOIS040493","Moisture","PCT_M-M",34.861559991,1
"5422",10372697,"MOIS040493","Moisture","PCT_M-M",34.86051027,2
"5423",10372699,"MOIS040493","Moisture","PCT_M-M",39.341840161,1
"5424",10372699,"MOIS040493","Moisture","PCT_M-M",39.119256378,2
"5425",10373312,"MOIS211099","Moisture","PCT_M-M",35.093648208,1
"5426",10373314,"MOIS211099","Moisture","PCT_M-M",34.592078334,1
"5427",10373316,"MOIS211099","Moisture","PCT_M-M",35.927733194,1
"5428",10374037,"MOIS040493","Moisture","PCT_M-M",34.884792627,1
"5429",10374044,"MOIS040493","Moisture","PCT_M-M",34.683976768,1
"5430",10374742,"MOIS211099","Moisture","PCT_M-M",38.561116018,1
"5431",10374744,"MOIS211099","Moisture","PCT_M-M",52.671296915,1
"5432",10374748,"MOIS211099","Moisture","PCT_M-M",55.679509807,1
"5433",10374751,"MOIS211099","Moisture","PCT_M-M",42.333218004,1
"5434",10374871,"MOIS211099","Moisture","PCT_M-M",79.406983046,1
"5435",10374874,"MOIS211099","Moisture","PCT_M-M",79.470800157,1
"5436",10374878,"MOIS211099","Moisture","PCT_M-M",79.371097235,1
"5437",10374881,"MOIS211099","Moisture","PCT_M-M",79.238690012,1
"5438",10374883,"MOIS211099","Moisture","PCT_M-M",79.446394018,1
"5439",10374885,"MOIS211099","Moisture","PCT_M-M",79.670140877,1
"5440",10374887,"MOIS211099","Moisture","PCT_M-M",80.012279355,1
"5441",10374888,"MOIS211099","Moisture","PCT_M-M",82.914934192,1
"5442",10374888,"MOIS211099","Moisture","PCT_M-M",82.687171186,2
"5443",10374888,"MOIS211099","Moisture","PCT_M-M",82.811083409,3
"5444",10374890,"MOIS211099","Moisture","PCT_M-M",79.877775645,1
"5445",10374892,"MOIS211099","Moisture","PCT_M-M",79.788523707,1
"5446",10375220,"MOIS040493","Moisture","PCT_M-M",35.613688713,1
"5447",10375220,"MOIS040493","Moisture","PCT_M-M",35.466301333,2
"5448",10375222,"MOIS040493","Moisture","PCT_M-M",35.408415423,1
"5449",10375222,"MOIS040493","Moisture","PCT_M-M",35.393947429,2
"5450",10375303,"MOIS040493","Moisture","PCT_M-M",32.543449088,1
"5451",10375304,"MOIS040493","Moisture","PCT_M-M",32.549059208,1
"5452",10376608,"MOIS211099","Moisture","PCT_M-M",35.096476913,1
"5453",10376609,"MOIS211099","Moisture","PCT_M-M",34.377794707,1
"5454",10376610,"MOIS211099","Moisture","PCT_M-M",35.529661699,1
"5455",10376611,"MOIS211099","Moisture","PCT_M-M",34.165784599,1
"5456",10376613,"MOIS211099","Moisture","PCT_M-M",34.972384409,1
"5457",10376615,"MOIS211099","Moisture","PCT_M-M",34.597171562,1
"5458",10376617,"MOIS211099","Moisture","PCT_M-M",34.837029036,1
"5459",10377055,"MOIS211099","Moisture","PCT_M-M",47.109792975,1
"5460",10377828,"MOIS211099","Moisture","PCT_M-M",51.012595342,1
"5461",10377856,"MOIS211099","Moisture","PCT_M-M",58.079041042,1
"5462",10378089,"MOIS211099","Moisture","PCT_M-M",85.776303251,1
"5463",10378100,"MOIS211099","Moisture","PCT_M-M",81.551279508,1
"5464",10378104,"MOIS211099","Moisture","PCT_M-M",81.286978376,1
"5465",10378115,"MOIS211099","Moisture","PCT_M-M",81.370853639,1
"5466",10378123,"MOIS211099","Moisture","PCT_M-M",81.528876401,1
"5467",10378134,"MOIS211099","Moisture","PCT_M-M",81.571111472,1
"5468",10378143,"MOIS211099","Moisture","PCT_M-M",81.447613143,1
"5469",10378146,"MOIS211099","Moisture","PCT_M-M",81.595754528,1
"5470",10378152,"MOIS211099","Moisture","PCT_M-M",81.560382957,1
"5471",10378161,"MOIS211099","Moisture","PCT_M-M",84.259567388,1
"5472",10378165,"MOIS211099","Moisture","PCT_M-M",82.357973595,1
"5473",10378168,"MOIS211099","Moisture","PCT_M-M",82.548994327,1
"5474",10378175,"MOIS211099","Moisture","PCT_M-M",81.687502019,1
"5475",10378180,"MOIS211099","Moisture","PCT_M-M",82.439296679,1
"5476",10378183,"MOIS211099","Moisture","PCT_M-M",82.407011543,1
"5477",10379229,"MOIS040493","Moisture","PCT_M-M",35.64117004,1
"5478",10379233,"MOIS040493","Moisture","PCT_M-M",35.170812604,1
"5479",10379370,"MOIS211099","Moisture","PCT_M-M",43.331884459,1
"5480",10379575,"MOIS211099","Moisture","PCT_M-M",34.631498762,1
"5481",10379593,"MOIS211099","Moisture","PCT_M-M",34.596779766,1
"5482",10379597,"MOIS211099","Moisture","PCT_M-M",35.760982465,1
"5483",10379604,"MOIS211099","Moisture","PCT_M-M",32.586032223,1
"5484",10379621,"MOIS211099","Moisture","PCT_M-M",33.529016083,1
"5485",10379627,"MOIS211099","Moisture","PCT_M-M",32.972342012,1
"5486",10379639,"MOIS211099","Moisture","PCT_M-M",34.700162075,1
"5487",10379645,"MOIS211099","Moisture","PCT_M-M",34.530507627,1
"5488",10379652,"MOIS211099","Moisture","PCT_M-M",33.974713167,1
"5489",10379656,"MOIS211099","Moisture","PCT_M-M",36.494330454,1
"5490",10379660,"MOIS211099","Moisture","PCT_M-M",32.486388385,1
"5491",10379673,"MOIS211099","Moisture","PCT_M-M",33.440198901,1
"5492",10379685,"MOIS211099","Moisture","PCT_M-M",32.698262243,1
"5493",10380103,"MOIS040493","Moisture","PCT_M-M",46.958268832,1
"5494",10380103,"MOIS040493","Moisture","PCT_M-M",46.950629235,2
"5495",10380104,"MOIS040493","Moisture","PCT_M-M",38.458981518,1
"5496",10380104,"MOIS040493","Moisture","PCT_M-M",38.388009992,2
"5497",10380360,"MOIS211099","Moisture","PCT_M-M",50.095762509,1
"5498",10380360,"MOIS211099","Moisture","PCT_M-M",50.005650782,2
"5499",10380366,"MOIS211099","Moisture","PCT_M-M",42.698298179,1
"5500",10380366,"MOIS211099","Moisture","PCT_M-M",42.566421707,2
"5501",10380371,"MOIS211099","Moisture","PCT_M-M",47.568344108,1
"5502",10380371,"MOIS211099","Moisture","PCT_M-M",47.662284306,2
"5503",10380375,"MOIS211099","Moisture","PCT_M-M",40.397860963,1
