"SAMPLE_NUMBER","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","PRODUCT","CUSTOMER","X_CLIENT_CODE","DESCRIPTION","NAME","LAB"
"8448378","19/03/2016 04:32:52 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX17MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16027648","CHEMISTRY"
"8448379","19/03/2016 04:32:58 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX17MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16027648","CHEMISTRY"
"8448380","19/03/2016 04:33:06 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX17MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16027648","CHEMISTRY"
"8448381","19/03/2016 04:33:14 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX17MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16027648","CHEMISTRY"
"8448430","19/03/2016 04:55:42 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC19MAR16J1","WPC 35% 25Kg                        2404","MG16027671","CHEMISTRY"
"8448458","19/03/2016 05:13:29 PM","T","SOLI030693","Insolubility Index","ML","0.8","PDR_WHEY","MG20","CCW17MAR16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16027689","CHEMISTRY"
"8449128","20/03/2016 09:59:23 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX18MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16027807","CHEMISTRY"
"8449129","20/03/2016 09:59:31 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX18MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16027807","CHEMISTRY"
"8449130","20/03/2016 09:59:39 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX18MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16027807","CHEMISTRY"
"8449131","20/03/2016 09:59:47 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX18MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16027807","CHEMISTRY"
"8449132","20/03/2016 09:59:54 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX18MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16027807","CHEMISTRY"
"8449199","20/03/2016 10:20:50 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS19MAR16J2","MH SMP 25Kg                         4358","MG16027821","CHEMISTRY"
"8449323","20/03/2016 10:49:27 AM","T","SOLI030693","Insolubility Index","ML","0.8","PDR_INFANT","MG70","KNX09MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027856","CHEMISTRY"
"8449324","20/03/2016 10:49:41 AM","T","SOLI030693","Insolubility Index","ML","0.8","PDR_INFANT","MG70","KNX09MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027857","CHEMISTRY"
"8449325","20/03/2016 10:49:50 AM","T","SOLI030693","Insolubility Index","ML","0.6","PDR_INFANT","MG70","KNX09MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027858","CHEMISTRY"
"8449326","20/03/2016 10:50:00 AM","T","SOLI030693","Insolubility Index","ML","0.8","PDR_INFANT","MG70","KNX09MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027859","CHEMISTRY"
"8449327","20/03/2016 10:50:09 AM","T","SOLI030693","Insolubility Index","ML","0.7","PDR_INFANT","MG70","KNX09MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027860","CHEMISTRY"
"8449677","20/03/2016 02:31:41 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS20MAR16J3","Instant SMP 25Kg                    4900","MG16027917","CHEMISTRY"
"8449793","20/03/2016 03:46:28 PM","T","SOLI030693","Insolubility Index","ML","0.8","PDR_INFANT","MG70","KNX07MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027968","CHEMISTRY"
"8449794","20/03/2016 03:46:37 PM","T","SOLI030693","Insolubility Index","ML","0.7","PDR_INFANT","MG70","KNX07MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027969","CHEMISTRY"
"8449795","20/03/2016 03:46:45 PM","T","SOLI030693","Insolubility Index","ML","0.7","PDR_INFANT","MG70","KNX07MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027970","CHEMISTRY"
"8449796","20/03/2016 03:46:53 PM","T","SOLI030693","Insolubility Index","ML","0.9","PDR_INFANT","MG70","KNX07MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027971","CHEMISTRY"
"8449797","20/03/2016 03:47:01 PM","T","SOLI030693","Insolubility Index","ML","0.8","PDR_INFANT","MG70","KNX07MAR16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16027972","CHEMISTRY"
"8449846","20/03/2016 05:09:05 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC20MAR16J1","WPC 35% 25Kg                        2404","MG16027999","CHEMISTRY"
"8451428","21/03/2016 10:47:57 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_INFANT","MG70","KNX19MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16028086","CHEMISTRY"
"8451430","21/03/2016 10:48:10 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX19MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16028086","CHEMISTRY"
"8451432","21/03/2016 10:48:18 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX19MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16028086","CHEMISTRY"
"8451433","21/03/2016 10:48:26 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX19MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16028086","CHEMISTRY"
"8451434","21/03/2016 10:48:33 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX19MAR16W4","GUM 015 Koroit 25Kg                 9999","MG16028086","CHEMISTRY"
"8451754","21/03/2016 11:15:49 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS20MAR16J2","MH SMP 25Kg                         4358","MG16028099","CHEMISTRY"
"8451780","21/03/2016 11:26:25 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS20MAR16J6","MH SMP 25Kg                         4358","MG16028106","CHEMISTRY"
"8451945","21/03/2016 11:55:08 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM21MAR16J1","BMP 25Kg                            2036","MG16028149","CHEMISTRY"
"8452914","21/03/2016 02:07:01 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF19MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16028233","CHEMISTRY"
"8452934","21/03/2016 02:11:50 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF20MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16028234","CHEMISTRY"
"8452972","21/03/2016 02:16:23 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF18MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16028235","CHEMISTRY"
"8453382","21/03/2016 03:14:03 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","621","6080H COMP","","TMI16001608","CHEMISTRY"
"8454078","21/03/2016 05:13:35 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WHEY","DAIBEST","6B2665 - WP-25-01","6B2665 - WP-25-01","DTS16025004","CHEMISTRY"
"8454839","22/03/2016 07:46:37 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA20MAR16Q7","Heinz IF STD Mix 102956","MG16028435","CHEMISTRY"
"8454840","22/03/2016 07:46:47 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA20MAR16Q7","Heinz IF STD Mix 102956","MG16028436","CHEMISTRY"
"8454841","22/03/2016 07:46:58 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA20MAR16Q7","Heinz IF STD Mix 102956","MG16028437","CHEMISTRY"
"8455735","22/03/2016 10:24:32 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS21MAR16J2","MH SMP 25Kg                         4358","MG16028485","CHEMISTRY"
"8456684","22/03/2016 12:30:47 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF21MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16028546","CHEMISTRY"
"8456806","22/03/2016 12:47:37 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF21MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16028555","CHEMISTRY"
"8457399","22/03/2016 02:23:29 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG20","CPC21MAR16J1","WPC 35% 25Kg                        2404","MG16028577","CHEMISTRY"
"8458207","22/03/2016 05:05:41 PM","T","SOLI030693","Insolubility Index","ML","0.4","PDR_WPC","DAIBEST","6B2669 - WPC80-20-01","6B2669 - WPC80-20-01","DTS16025381","CHEMISTRY"
"8458363","22/03/2016 05:49:52 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS21MAR16J3","Instant SMP 25Kg                    4900","MG16028621","CHEMISTRY"
"8458402","22/03/2016 06:09:51 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA20MAR16Q8","Heinz IF STDMix 102957","MG16028634","CHEMISTRY"
"8458403","22/03/2016 06:10:02 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA20MAR16Q8","Heinz IF STDMix 102957","MG16028635","CHEMISTRY"
"8458405","22/03/2016 06:10:13 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA20MAR16Q8","Heinz IF STDMix 102957","MG16028636","CHEMISTRY"
"8461346","23/03/2016 01:12:15 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF22MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16028717","CHEMISTRY"
"8461460","23/03/2016 01:28:33 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_SMP","MG70","KMS22MAR16J2","MH SMP 25Kg                         4358","MG16028731","CHEMISTRY"
"8461715","23/03/2016 02:07:36 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHJ21MAR16Q7","Heinz FO Mix 102958","MG16028761","CHEMISTRY"
"8461716","23/03/2016 02:07:48 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHJ21MAR16Q7","Heinz FO Mix 102958","MG16028762","CHEMISTRY"
"8461718","23/03/2016 02:08:01 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHJ21MAR16Q7","Heinz FO Mix 102958","MG16028763","CHEMISTRY"
"8461955","23/03/2016 02:37:54 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MGTDP","XIF22MAR16W0","TDP Instant Milk Powder F/C 25kg    3393","MG16028802","CHEMISTRY"
"8461969","23/03/2016 02:42:00 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF22MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16028803","CHEMISTRY"
"8462313","23/03/2016 03:30:58 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS22MAR16J3","Instant SMP 25Kg                    4900","MG16028878","CHEMISTRY"
"8462452","23/03/2016 03:44:42 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG20","CPC22MAR16J1","WPC 35% 25Kg                        2406","MG16028896","CHEMISTRY"
"8463813","24/03/2016 07:17:54 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG20","CPC23MAR16J1","WPC 35% 25Kg                        2406","MG16029105","CHEMISTRY"
"8463876","24/03/2016 07:37:10 AM","T","SOLI030693","Insolubility Index","ML","2","PDR_WHEY","MG20","CCW20MAR16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16029108","CHEMISTRY"
"8463917","24/03/2016 07:52:01 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHJ21MAR16Q8","Heinz FO STD INT Mix 102959","MG16029117","CHEMISTRY"
"8463918","24/03/2016 07:52:10 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHJ21MAR16Q8","Heinz FO STD INT Mix 102959","MG16029118","CHEMISTRY"
"8464216","24/03/2016 08:34:03 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHJ21MAR16Q8","Heinz FO STD INT Mix 102959","MG16029128","CHEMISTRY"
"8464885","24/03/2016 09:23:13 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS23MAR16J2","MH SMP 25Kg                         4358","MG16029175","CHEMISTRY"
"8464992","24/03/2016 09:37:09 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF22MAR16W5","Instant Full Cream Milk Powder 25kg 3393","MG16029186","CHEMISTRY"
"8466236","24/03/2016 11:39:36 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS23MAR16J3","Instant SMP 25Kg                    4900","MG16029249","CHEMISTRY"
"8466319","24/03/2016 11:47:54 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM23MAR16J1","BMP 25Kg                            2036","MG16029256","CHEMISTRY"
"8466340","24/03/2016 11:54:08 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS23MAR16J4","Instant SMP 25Kg                    4900","MG16029257","CHEMISTRY"
"8466995","24/03/2016 01:21:46 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF23MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16029357","CHEMISTRY"
"8467532","24/03/2016 02:56:53 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF23MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16029382","CHEMISTRY"
"8467862","24/03/2016 03:28:48 PM","T","SOLI030693","Insolubility Index","ML","0.5","PDR_FCMP","MGTDP","XIV21FEB16W1","TDP IFCMP VIT 25Kg                  3397","MG16029402","CHEMISTRY"
"8468028","24/03/2016 03:47:26 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS09JAN16J2","MH SMP 25Kg                         4442","MG16029414","CHEMISTRY"
"8469107","24/03/2016 07:46:49 PM","T","SOLI030693","Insolubility Index","ML","1.4","PDR_FCMP","MG70","KNX17MAR16W3","Filled Milk Base 007 25Kg           3104","MG16029481","CHEMISTRY"
"8469108","24/03/2016 07:47:00 PM","T","SOLI030693","Insolubility Index","ML","1","PDR_FCMP","MG70","KNX17MAR16W3","Filled Milk Base 007 25Kg           3104","MG16029482","CHEMISTRY"
"8469109","24/03/2016 07:47:09 PM","T","SOLI030693","Insolubility Index","ML","1","PDR_FCMP","MG70","KNX17MAR16W3","Filled Milk Base 007 25Kg           3104","MG16029483","CHEMISTRY"
"8469111","24/03/2016 07:47:19 PM","T","SOLI030693","Insolubility Index","ML","0.8","PDR_FCMP","MG70","KNX17MAR16W3","Filled Milk Base 007 25Kg           3104","MG16029484","CHEMISTRY"
"8469112","24/03/2016 07:47:28 PM","T","SOLI030693","Insolubility Index","ML","0.7","PDR_FCMP","MG70","KNX17MAR16W3","Filled Milk Base 007 25Kg           3104","MG16029485","CHEMISTRY"
"8469630","25/03/2016 08:33:43 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS23MAR16J6","MH SMP 25Kg                         4358","MG16029571","CHEMISTRY"
"8469857","25/03/2016 09:46:09 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF24MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16029584","CHEMISTRY"
"8469871","25/03/2016 09:50:46 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS24MAR16J2","MH SMP 25Kg                         4442","MG16029585","CHEMISTRY"
"8469915","25/03/2016 09:58:42 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG20","CPC24MAR16J1","WPC 35% 25Kg                        2406","MG16029588","CHEMISTRY"
"8470617","25/03/2016 02:26:51 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS24MAR16J3","Instant SMP 25Kg                    4900","MG16029673","CHEMISTRY"
"8470632","25/03/2016 02:34:37 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM24MAR16J1","BMP 25Kg                            2036","MG16029679","CHEMISTRY"
"8470646","25/03/2016 02:42:47 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS25MAR16J1","HH HS SMP 25Kg                      4637","MG16029684","CHEMISTRY"
"8471096","26/03/2016 06:06:16 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC25MAR16J1","WPC 35% 25Kg                        2406","MG16029780","CHEMISTRY"
"8471113","26/03/2016 06:50:34 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF25MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16029781","CHEMISTRY"
"8471123","26/03/2016 06:55:06 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS25MAR16J3","Instant SMP 25Kg                    4900","MG16029782","CHEMISTRY"
"8471208","26/03/2016 07:50:12 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS25MAR16J2","MH SMP 25Kg                         4442","MG16029807","CHEMISTRY"
"8471865","26/03/2016 11:35:55 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM26MAR16J1","BMP 25Kg                            2036","MG16029911","CHEMISTRY"
"8471877","26/03/2016 11:42:30 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS26MAR16J3","Instant SMP 25Kg                    4900","MG16029912","CHEMISTRY"
"8472209","26/03/2016 03:13:44 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_BLEND","MG10","LBM25MAR16J2","Buttermilk Powder Blend 25Kg        2010","MG16029956","CHEMISTRY"
"8472457","26/03/2016 05:24:00 PM","T","SOLI030693","Insolubility Index","ML","1.8","PDR_WHEY","MG20","CCW24MAR16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16029978","CHEMISTRY"
"8472471","26/03/2016 05:31:23 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC26MAR16J1","WPC 35% 25Kg                        2406","MG16029979","CHEMISTRY"
"8473041","28/03/2016 08:04:47 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC27MAR16J1","WPC 35% 25Kg                        2406","MG16029999","CHEMISTRY"
"8473352","28/03/2016 09:36:06 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA24MAR16Q7","Heinz Toddler Original Mix 102961","MG16030082","CHEMISTRY"
"8473353","28/03/2016 09:36:18 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA24MAR16Q7","Heinz Toddler Original Mix 102961","MG16030083","CHEMISTRY"
"8473354","28/03/2016 09:36:29 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA24MAR16Q7","Heinz Toddler Original Mix 102961","MG16030084","CHEMISTRY"
"8473441","28/03/2016 09:54:39 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS25MAR16J6","MH SMP 25Kg                         4442","MG16030115","CHEMISTRY"
"8473479","28/03/2016 10:14:31 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF26MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16030120","CHEMISTRY"
"8473500","28/03/2016 10:24:26 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS26MAR16J2","MH SMP 25Kg                         4442","MG16030122","CHEMISTRY"
"8473696","28/03/2016 11:15:47 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS27MAR16J3","Instant SMP 25Kg                    4900","MG16030205","CHEMISTRY"
"8473721","28/03/2016 11:24:26 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS27MAR16J1","HH HS SMP 25Kg                      4637","MG16030211","CHEMISTRY"
"8473772","28/03/2016 11:53:59 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA24MAR16Q8","Heinz Toddler Original Mix 102962","MG16030223","CHEMISTRY"
"8473773","28/03/2016 11:54:11 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA24MAR16Q8","Heinz Toddler Original Mix 102962","MG16030224","CHEMISTRY"
"8473774","28/03/2016 11:54:25 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JHA24MAR16Q8","Heinz Toddler Original Mix 102962","MG16030225","CHEMISTRY"
"8474101","28/03/2016 01:51:56 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS28MAR16J3","Instant SMP 25Kg                    4900","MG16030313","CHEMISTRY"
"8474150","28/03/2016 02:16:15 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MG70","KIF25MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16030323","CHEMISTRY"
"8474160","28/03/2016 02:22:09 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS27MAR16J2","MH SMP 25Kg                         4442","MG16030324","CHEMISTRY"
"8474178","28/03/2016 02:30:53 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS27MAR16J6","MH SMP 25Kg                         4442","MG16030327","CHEMISTRY"
"8474221","28/03/2016 02:49:25 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM28MAR16J1","BMP 25Kg                            2036","MG16030357","CHEMISTRY"
"8474506","28/03/2016 05:03:24 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG20","CPC28MAR16J1","WPC 35% 25Kg                        2406","MG16030438","CHEMISTRY"
"8474531","28/03/2016 05:39:06 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF25MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16030446","CHEMISTRY"
"8474539","28/03/2016 05:43:56 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF26MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16030447","CHEMISTRY"
"8474547","28/03/2016 05:48:38 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF27MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16030448","CHEMISTRY"
"8474555","28/03/2016 05:53:06 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF24MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16030449","CHEMISTRY"
"8475809","29/03/2016 10:37:05 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS28MAR16J2","MH SMP 25Kg                         4442","MG16030515","CHEMISTRY"
"8475897","29/03/2016 10:51:29 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF27MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16030519","CHEMISTRY"
"8475924","29/03/2016 10:56:01 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF28MAR16W1","Instant Full Cream Milk Powder 25kg 3393","MG16030520","CHEMISTRY"
"8475968","29/03/2016 11:06:31 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM29MAR16J1","BMP 25Kg                            2036","MG16030537","CHEMISTRY"
"8475984","29/03/2016 11:13:46 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS29MAR16J3","Instant SMP 25Kg                    4900","MG16030538","CHEMISTRY"
"8478063","29/03/2016 04:25:07 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF28MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16030642","CHEMISTRY"
"8479121","30/03/2016 08:18:59 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC29MAR16J1","WPC 35% 25Kg                        2406","MG16030788","CHEMISTRY"
"8480069","30/03/2016 10:29:37 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF28MAR16W5","Instant Full Cream Milk Powder 25kg 3393","MG16030832","CHEMISTRY"
"8480246","30/03/2016 10:47:33 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIV29MAR16W1","TDP IFCMP VIT 25Kg                  3380","MG16030849","CHEMISTRY"
"8482341","30/03/2016 04:17:29 PM","T","SOLI030693","Insolubility Index","ML","0.7","PDR_FCMP","DAIBEST","6A2677 - WMP26-25-01","6A2677 - WMP26-25-01","DTS16027287","CHEMISTRY"
"8483134","31/03/2016 05:42:09 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC30MAR16J1","WPC 35% 25Kg                        2406","MG16031158","CHEMISTRY"
"8483146","31/03/2016 05:52:36 AM","T","SOLI030693","Insolubility Index","ML","1.4","PDR_WHEY","MG20","CCW29MAR16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16031159","CHEMISTRY"
"8484187","31/03/2016 10:03:40 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS29MAR16J2","MH SMP 25Kg                         4442","MG16031197","CHEMISTRY"
"8484618","31/03/2016 10:54:22 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS30MAR16J2","MH SMP 25Kg                         4442","MG16031204","CHEMISTRY"
"8484940","31/03/2016 11:36:08 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM30MAR16J1","BMP 25Kg                            2036","MG16031245","CHEMISTRY"
"8484990","31/03/2016 11:42:25 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS30MAR16J3","Instant SMP 25Kg                    4900","MG16031246","CHEMISTRY"
"8485056","31/03/2016 11:50:18 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS31MAR16J3","Instant SMP 25Kg                    4900","MG16031252","CHEMISTRY"
"8485418","31/03/2016 12:41:25 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MGTDP","XIF30MAR16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16031264","CHEMISTRY"
